Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
blm_recq5-2-single-c16-w8_	p	360496	330326	35.5%	0.5%	2.7%	36	5.6%	48.0%	157	>=2	0.0%	0.4%	0.402701
blm_recq5-2-single-c16-w9_	p	373987	342248	39.4%	0.5%	7.5%	33	10.0%	45.0%	165	>=2	0.0%	0.3%	0
blm-1-negctrl-c10-w25_	p	123	52	26.9%	0.0%	0.0%	0	NA	39.0%	161	1.64	0.0%	0.0%	0
blm-1-negctrl-c9-w25_	p	75	68	20.6%	0.0%	0.0%	0	NA	39.0%	166	NA	0.0%	0.0%	0
blm-1-single-c10-w1_	p	2566222	2334420	19.4%	4.6%	17.8%	309	54.0%	47.0%	151	0.21	0.0%	5.1%	0
blm-1-single-c10-w10_	p	515445	469858	16.1%	1.0%	2.2%	64	21.2%	46.0%	152	0.43	0.0%	1.0%	0
blm-1-single-c10-w11_	g	204987	186716	22.9%	0.4%	2.7%	23	11.8%	48.0%	151	>=2	0.0%	0.5%	0
blm-1-single-c10-w12_	p	246998	223518	23.2%	0.4%	2.2%	27	12.9%	48.0%	151	>=2	0.0%	0.3%	0
blm-1-single-c10-w13_	p	40	38	5.3%	0.0%	0.0%	0	NA	57.0%	179	NA	0.0%	0.0%	0
blm-1-single-c10-w14_	p	154636	140176	23.4%	0.3%	2.6%	16	9.1%	48.0%	151	>=2	0.0%	0.2%	0
blm-1-single-c10-w15_	g	459288	419234	18.5%	0.8%	1.5%	55	11.6%	42.0%	165	0.75	0.0%	0.7%	0
blm-1-single-c10-w16_	p	42	36	16.7%	0.0%	0.0%	0	NA	53.0%	171	NA	0.0%	0.0%	0
blm-1-single-c10-w17_	p	43080	38970	9.7%	0.1%	2.3%	5	8.3%	47.0%	151	>=2	0.0%	0.0%	0
blm-1-single-c10-w18_	p	76	64	18.8%	0.0%	0.0%	0	NA	48.0%	165	NA	0.0%	0.0%	0
blm-1-single-c10-w19_	g	526827	479022	23.1%	0.9%	2.2%	60	16.3%	46.0%	153	NA	0.0%	1.4%	0
blm-1-single-c10-w2_	p	2041402	1866654	25.8%	3.4%	40.1%	221	71.4%	49.0%	152	0.26	0.0%	3.9%	0.0355202
blm-1-single-c10-w20_	p	783542	718440	37.6%	1.1%	0.0%	70	95.8%	49.0%	155	>=2	0.0%	1.1%	0
blm-1-single-c10-w21_	p	126555	114954	19.7%	0.2%	4.4%	15	3.6%	48.0%	153	>=2	0.0%	0.2%	0
blm-1-single-c10-w22_	p	162169	148110	22.0%	0.3%	2.2%	19	3.4%	48.0%	152	>=2	0.0%	0.6%	0
blm-1-single-c10-w23_	p	262985	240184	21.7%	0.5%	6.0%	30	6.9%	46.0%	156	>=2	0.0%	0.4%	0
blm-1-single-c10-w24_	p	127747	116108	11.6%	0.3%	2.0%	16	45.7%	47.0%	150	NA	0.0%	0.4%	0
blm-1-single-c10-w26_	p	74	68	5.9%	0.0%	0.0%	0	NA	41.0%	125	NA	0.0%	0.0%	0
blm-1-single-c10-w27_	p	55242	50090	13.5%	0.1%	3.4%	7	8.0%	47.0%	153	>=2	0.0%	0.1%	1.31546
blm-1-single-c10-w28_	p	371619	341062	16.9%	0.7%	0.0%	43	95.8%	50.0%	152	>=2	0.0%	0.8%	0
blm-1-single-c10-w29_	p	62370	56730	14.4%	0.1%	3.3%	8	25.0%	49.0%	149	>=2	0.0%	0.1%	0
blm-1-single-c10-w3_	p	3194093	2913326	20.7%	5.6%	20.1%	378	54.9%	47.0%	154	0.2	0.0%	5.6%	0.0454692
blm-1-single-c10-w30_	g	335902	305168	20.1%	0.6%	1.7%	39	11.8%	43.0%	172	>=2	0.0%	0.2%	0
blm-1-single-c10-w31_	g	718257	655180	22.0%	1.2%	1.2%	82	11.6%	42.0%	160	0.49	0.0%	1.2%	0.204401
blm-1-single-c10-w32_	p	230050	209364	20.3%	0.4%	1.9%	27	10.8%	46.0%	154	>=2	0.0%	1.4%	0
blm-1-single-c10-w33_	g	441695	404672	21.2%	0.8%	2.0%	46	20.5%	46.0%	156	>=2	0.0%	0.6%	0
blm-1-single-c10-w34_	g	561419	511736	20.5%	1.0%	2.3%	66	16.0%	47.0%	151	0.84	0.0%	0.9%	0
blm-1-single-c10-w35_	p	100	72	13.9%	0.0%	36.4%	0	25.0%	50.0%	134	NA	0.0%	0.0%	0
blm-1-single-c10-w36_	p	172018	156890	21.6%	0.3%	3.2%	19	9.4%	47.0%	154	>=2	0.0%	0.4%	0
blm-1-single-c10-w37_	g	281156	256378	16.7%	0.5%	2.1%	34	13.2%	48.0%	149	NA	0.0%	0.4%	0
blm-1-single-c10-w38_	g	291099	265880	21.1%	0.5%	1.9%	34	3.2%	47.0%	154	>=2	0.0%	0.5%	0
blm-1-single-c10-w39_	p	60	56	3.6%	0.0%	0.0%	0	NA	48.0%	147	NA	0.0%	0.0%	0
blm-1-single-c10-w4_	p	2441892	2220404	20.3%	4.3%	20.2%	285	53.5%	48.0%	152	0.21	0.0%	4.4%	0.0298073
blm-1-single-c10-w40_	p	218295	197310	27.4%	0.3%	0.0%	21	100.0%	49.0%	166	>=2	0.0%	0.4%	0
blm-1-single-c10-w41_	g	620643	565090	16.5%	1.2%	1.7%	76	14.6%	44.0%	152	0.4	0.0%	1.2%	0
blm-1-single-c10-w42_	p	306675	279336	23.7%	0.5%	2.1%	34	10.5%	48.0%	150	>=2	0.0%	0.5%	0
blm-1-single-c10-w43_	p	159434	145124	23.0%	0.3%	11.5%	16	16.7%	49.0%	152	>=2	0.0%	0.2%	0
blm-1-single-c10-w44_	p	736084	670958	20.6%	1.3%	2.3%	82	18.0%	49.0%	151	0.48	0.0%	1.2%	0.0978516
blm-1-single-c10-w45_	p	162395	147892	17.1%	0.3%	1.9%	21	13.8%	45.0%	152	>=2	0.0%	0.3%	0
blm-1-single-c10-w46_	p	103	64	15.6%	0.0%	0.0%	0	NA	59.0%	88	NA	0.0%	0.0%	0
blm-1-single-c10-w47_	p	109696	99244	17.7%	0.2%	2.6%	13	3.4%	49.0%	151	>=2	0.0%	0.3%	0
blm-1-single-c10-w48_	p	101	90	8.9%	0.0%	0.0%	0	NA	44.0%	124	NA	0.0%	0.0%	0
blm-1-single-c10-w49_	p	2087	122	1.6%	0.0%	0.0%	0	NA	42.0%	154	NA	0.0%	0.0%	0
blm-1-single-c10-w5_	p	935690	854106	18.1%	1.7%	36.4%	107	56.9%	48.0%	153	0.3	0.0%	1.2%	0.0776357
blm-1-single-c10-w6_	p	156727	144030	23.1%	0.3%	12.5%	15	19.4%	50.0%	151	>=2	0.0%	0.0%	0
blm-1-single-c10-w7_	p	378797	345422	15.7%	0.7%	2.9%	50	7.7%	45.0%	154	0.7	0.0%	0.7%	0
blm-1-single-c10-w8_	p	911503	835904	20.6%	1.6%	8.3%	101	18.4%	42.0%	154	0.33	0.0%	1.2%	0
blm-1-single-c10-w9_	p	50	46	4.3%	0.0%	0.0%	0	NA	41.0%	150	NA	0.0%	0.0%	0
blm-1-single-c9-w1_	p	2266325	2071164	12.3%	4.4%	22.1%	294	60.0%	47.0%	152	0.19	0.0%	3.6%	0.0318666
blm-1-single-c9-w10_	p	232972	212560	10.6%	0.5%	2.8%	30	6.1%	47.0%	150	>=2	0.0%	0.2%	0
blm-1-single-c9-w11_	p	153876	141340	13.8%	0.3%	1.9%	19	3.4%	47.0%	153	NA	0.0%	0.4%	0
blm-1-single-c9-w12_	p	160666	147978	14.3%	0.3%	3.0%	18	13.8%	47.0%	152	1.65	0.0%	0.4%	0
blm-1-single-c9-w13_	p	340981	311992	10.7%	0.7%	7.3%	43	21.7%	43.0%	152	0.41	0.0%	0.7%	0
blm-1-single-c9-w14_	p	326155	297642	15.7%	0.6%	2.4%	40	5.9%	49.0%	154	>=2	0.0%	0.5%	0.220792
blm-1-single-c9-w15_	g	357605	324966	11.2%	0.7%	3.3%	47	11.6%	46.0%	151	0.58	0.0%	0.3%	0
blm-1-single-c9-w16_	p	91610	83644	12.4%	0.2%	2.0%	11	13.8%	44.0%	158	>=2	0.0%	0.1%	0
blm-1-single-c9-w17_	p	182743	167050	6.9%	0.4%	19.3%	23	21.2%	48.0%	154	0.76	0.0%	0.3%	0
blm-1-single-c9-w18_	p	176833	161100	13.5%	0.3%	2.1%	22	12.2%	48.0%	152	>=2	0.0%	0.3%	0
blm-1-single-c9-w19_	p	165707	152298	15.2%	0.3%	1.7%	20	14.7%	47.0%	154	>=2	0.0%	0.5%	0
blm-1-single-c9-w2_	p	1534228	1409462	12.8%	3.0%	19.5%	187	70.5%	49.0%	151	0.2	0.0%	3.3%	0
blm-1-single-c9-w20_	p	178700	164942	12.4%	0.4%	26.0%	20	39.4%	50.0%	151	>=2	0.0%	0.4%	0
blm-1-single-c9-w21_	p	602566	555674	12.8%	1.2%	15.0%	70	38.9%	49.0%	151	0.3	0.0%	1.5%	0
blm-1-single-c9-w22_	p	191022	174610	12.5%	0.4%	6.3%	23	19.4%	48.0%	153	>=2	0.0%	0.3%	0
blm-1-single-c9-w23_	p	148119	135244	12.1%	0.3%	2.7%	18	9.4%	47.0%	152	>=2	0.0%	0.2%	0
blm-1-single-c9-w24_	p	115495	105672	11.8%	0.2%	2.2%	15	3.8%	47.0%	154	>=2	0.0%	0.2%	0
blm-1-single-c9-w26_	p	298134	273164	14.1%	0.6%	10.1%	35	16.3%	49.0%	155	0.65	0.0%	0.7%	0
blm-1-single-c9-w27_	p	27	24	8.3%	0.0%	0.0%	0	NA	41.0%	63	NA	0.0%	0.0%	0
blm-1-single-c9-w28_	p	26	24	0.0%	0.0%	0.0%	0	NA	40.0%	98	NA	0.0%	0.0%	0
blm-1-single-c9-w29_	p	81	62	6.5%	0.0%	0.0%	0	NA	40.0%	145	NA	0.0%	0.0%	0
blm-1-single-c9-w3_	p	2684092	2451952	16.5%	5.0%	40.3%	325	73.7%	50.0%	152	0.19	0.0%	5.3%	0.0267999
blm-1-single-c9-w30_	p	163663	151112	13.0%	0.3%	25.8%	19	28.1%	47.0%	157	>=2	0.0%	0.5%	0
blm-1-single-c9-w31_	g	234008	213526	15.3%	0.4%	2.0%	29	18.4%	47.0%	150	>=2	0.0%	0.5%	0
blm-1-single-c9-w32_	p	104179	95082	12.1%	0.2%	4.1%	13	6.3%	44.0%	153	>=2	0.0%	0.2%	0.70028
blm-1-single-c9-w33_	g	335026	304652	11.8%	0.7%	2.2%	45	13.2%	46.0%	152	0.62	0.0%	0.4%	0
blm-1-single-c9-w34_	p	177533	161910	11.6%	0.3%	1.7%	23	11.1%	48.0%	150	NA	0.0%	0.2%	0
blm-1-single-c9-w35_	p	88	64	0.0%	0.0%	0.0%	0	NA	46.0%	100	NA	0.0%	0.0%	0
blm-1-single-c9-w36_	p	130152	119036	13.9%	0.3%	1.9%	16	6.3%	47.0%	154	>=2	0.0%	0.2%	0
blm-1-single-c9-w37_	p	55976	50880	7.5%	0.1%	8.5%	7	8.0%	50.0%	154	>=2	0.0%	0.2%	0
blm-1-single-c9-w38_	p	190278	174888	13.2%	0.4%	21.9%	21	23.3%	48.0%	151	>=2	0.0%	0.3%	0
blm-1-single-c9-w39_	p	1204987	1100568	21.3%	2.1%	33.3%	134	95.8%	50.0%	151	0.31	0.0%	2.7%	0
blm-1-single-c9-w4_	p	3765156	3442466	15.2%	7.1%	36.1%	476	66.7%	48.0%	153	0.18	0.0%	5.7%	0.0191632
blm-1-single-c9-w40_	g	482153	438490	11.6%	0.9%	3.5%	64	12.5%	46.0%	150	0.35	0.0%	0.8%	0
blm-1-single-c9-w41_	p	45	26	15.4%	0.0%	0.0%	0	NA	50.0%	57	NA	0.0%	0.0%	0
blm-1-single-c9-w42_	g	431093	396020	12.7%	0.8%	1.4%	57	9.8%	41.0%	151	0.41	0.0%	0.7%	0
blm-1-single-c9-w43_	p	105634	96584	11.7%	0.2%	2.3%	13	3.7%	49.0%	153	>=2	0.0%	0.1%	0
blm-1-single-c9-w44_	g	242121	220974	11.1%	0.5%	2.3%	33	8.3%	48.0%	151	>=2	0.0%	0.7%	0
blm-1-single-c9-w45_	p	116770	106852	11.2%	0.2%	2.4%	15	6.7%	48.0%	150	NA	0.0%	0.5%	0
blm-1-single-c9-w46_	p	817673	745080	15.7%	1.5%	0.0%	103	95.8%	41.0%	153	0.29	0.0%	1.0%	0
blm-1-single-c9-w47_	p	84105	76436	10.5%	0.2%	2.1%	11	3.8%	46.0%	152	>=2	0.0%	0.2%	0
blm-1-single-c9-w48_	p	314478	287470	10.9%	0.6%	2.1%	41	14.3%	42.0%	154	NA	0.0%	0.3%	0
blm-1-single-c9-w49_	p	343916	315820	13.7%	0.7%	13.1%	41	16.3%	48.0%	150	>=2	0.0%	0.5%	0.208254
blm-1-single-c9-w5_	p	81547	74324	12.6%	0.2%	3.0%	10	10.7%	48.0%	152	>=2	0.0%	0.2%	0
blm-1-single-c9-w6_	p	109917	99834	13.2%	0.2%	2.0%	13	17.6%	43.0%	154	>=2	0.0%	0.1%	0
blm-1-single-c9-w7_	p	23930	22050	14.1%	0.0%	6.9%	2	3.8%	55.0%	151	NA	0.0%	0.1%	0
blm-1-single-c9-w8_	p	22944	20742	12.1%	0.0%	7.7%	3	14.8%	37.0%	152	>=2	0.0%	0.1%	0
blm-1-single-c9-w9_	p	119	48	4.2%	0.0%	50.0%	0	25.0%	42.0%	60	NA	0.0%	0.0%	0
fibroblast-aml-negctrl-c5-w25_	empty	65	50	4.0%	0.0%	0.0%	0	NA	36.0%	161	NA	0.0%	0.0%	0
fibroblast-aml-negctrl-c6-w25_	empty	12	8	0.0%	0.0%	0.0%	0	NA	50.0%	149	NA	0.0%	0.0%	0
fibroblast-aml-single-c5-w1_	BrdU	7100379	6492600	11.4%	14.1%	36.2%	956	71.1%	49.0%	152	0.17	0.0%	14.1%	0.0601435
fibroblast-aml-single-c5-w10_	BrdU	431480	394804	8.2%	0.9%	10.1%	59	35.3%	48.0%	152	0.31	0.0%	0.8%	0
fibroblast-aml-single-c5-w11_	acceptable	659588	604676	10.0%	1.3%	6.1%	92	37.5%	49.0%	152	0.26	0.0%	1.5%	0
fibroblast-aml-single-c5-w12_	acceptable	616314	563892	10.3%	1.2%	5.8%	84	35.3%	48.0%	153	0.27	0.0%	0.8%	0
fibroblast-aml-single-c5-w13_	acceptable	387950	354610	8.3%	0.8%	5.0%	53	35.3%	49.0%	152	0.33	0.0%	0.7%	0
fibroblast-aml-single-c5-w14_	BrdU	1371037	1254098	14.2%	2.6%	0.0%	175	100.0%	49.0%	152	0.22	0.0%	2.8%	0.104175
fibroblast-aml-single-c5-w15_	acceptable	634387	579802	7.7%	1.3%	4.3%	92	47.1%	42.0%	150	0.23	0.0%	1.2%	0.111805
fibroblast-aml-single-c5-w16_	poor	575111	526462	7.9%	1.2%	10.9%	77	41.7%	50.0%	150	0.24	0.0%	1.1%	0
fibroblast-aml-single-c5-w17_	poor	219952	200738	5.7%	0.5%	8.2%	31	46.7%	49.0%	155	0.37	0.0%	0.5%	0.322957
fibroblast-aml-single-c5-w18_	acceptable	452746	413926	9.6%	0.9%	5.0%	63	30.2%	47.0%	153	NA	0.0%	0.4%	0
fibroblast-aml-single-c5-w19_	BrdU	1587401	1449200	15.3%	3.0%	0.0%	199	100.0%	50.0%	151	0.22	0.0%	3.9%	0.0900012
fibroblast-aml-single-c5-w2_	BrdU	7471195	6832578	11.4%	14.8%	38.8%	1011	77.3%	48.0%	152	0.17	0.0%	16.6%	0.0286506
fibroblast-aml-single-c5-w20_	BrdU	1234628	1131096	13.5%	2.4%	0.0%	158	100.0%	48.0%	152	0.22	0.0%	3.0%	0
fibroblast-aml-single-c5-w21_	BrdU	979096	896412	12.2%	1.9%	0.0%	127	100.0%	48.0%	154	0.24	0.0%	1.2%	0.072974
fibroblast-aml-single-c5-w22_	acceptable	424310	387136	9.1%	0.9%	5.8%	57	43.9%	48.0%	153	0.34	0.0%	0.9%	0
fibroblast-aml-single-c5-w23_	acceptable	603665	551662	8.2%	1.2%	5.0%	87	40.5%	42.0%	151	0.24	0.0%	1.1%	0
fibroblast-aml-single-c5-w24_	BrdU	1072759	980730	11.1%	2.1%	0.0%	145	100.0%	48.0%	151	0.22	0.0%	2.7%	0.0666664
fibroblast-aml-single-c5-w26_	acceptable	538829	492942	9.8%	1.1%	5.5%	74	48.6%	49.0%	152	0.29	0.0%	1.2%	0
fibroblast-aml-single-c5-w27_	acceptable	810682	738338	8.0%	1.7%	4.6%	116	47.2%	42.0%	151	0.21	0.0%	1.8%	0
fibroblast-aml-single-c5-w28_	acceptable	270198	246980	7.2%	0.6%	6.7%	38	43.2%	49.0%	152	0.46	0.0%	0.7%	0
fibroblast-aml-single-c5-w29_	empty	154	150	1.3%	0.0%	33.3%	0	22.7%	53.0%	156	NA	0.0%	0.0%	0
fibroblast-aml-single-c5-w3_	BrdU	8002174	7327780	10.8%	16.0%	33.8%	1088	81.6%	49.0%	152	0.17	0.0%	16.0%	0.0177635
fibroblast-aml-single-c5-w30_	BrdU	975913	893508	11.2%	1.9%	0.0%	130	100.0%	49.0%	154	0.23	0.0%	1.9%	0.0728403
fibroblast-aml-single-c5-w31_	acceptable	671428	613210	10.5%	1.3%	4.9%	91	45.2%	49.0%	152	0.27	0.0%	1.4%	0
fibroblast-aml-single-c5-w32_	acceptable	824999	752982	8.2%	1.7%	5.9%	120	40.0%	40.0%	152	0.21	0.0%	1.5%	0.086383
fibroblast-aml-single-c5-w33_	acceptable	360224	328670	8.4%	0.7%	4.5%	50	38.5%	49.0%	151	0.36	0.0%	0.7%	0
fibroblast-aml-single-c5-w34_	BrdU	977923	895292	10.0%	2.0%	0.0%	133	100.0%	48.0%	151	0.22	0.0%	1.9%	0
fibroblast-aml-single-c5-w35_	BrdU	403599	369798	9.4%	0.8%	9.0%	55	44.4%	48.0%	152	0.38	0.0%	1.0%	0
fibroblast-aml-single-c5-w36_	BrdU	1300876	1193580	15.2%	2.5%	0.0%	160	100.0%	49.0%	152	0.23	0.0%	3.3%	0
fibroblast-aml-single-c5-w37_	BrdU	320954	296688	8.6%	0.7%	8.3%	41	37.8%	49.0%	154	NA	0.0%	0.1%	0
fibroblast-aml-single-c5-w38_	BrdU	1045486	958022	12.4%	2.1%	0.0%	135	100.0%	50.0%	152	0.23	0.0%	1.8%	0
fibroblast-aml-single-c5-w39_	BrdU	323822	296060	6.6%	0.7%	0.0%	45	100.0%	48.0%	153	0.33	0.0%	0.8%	0
fibroblast-aml-single-c5-w4_	BrdU	11046483	10103080	11.5%	21.9%	38.4%	1512	81.6%	49.0%	151	0.17	0.0%	21.9%	0.00643035
fibroblast-aml-single-c5-w40_	BrdU	1981618	1805844	12.0%	3.9%	0.0%	274	100.0%	41.0%	152	0.19	0.0%	4.3%	0
fibroblast-aml-single-c5-w41_	BrdU	804985	736634	7.9%	1.7%	0.0%	113	100.0%	48.0%	152	0.21	0.0%	1.6%	0
fibroblast-aml-single-c5-w42_	acceptable	507801	465116	9.6%	1.0%	6.0%	69	41.7%	49.0%	152	0.3	0.0%	1.4%	0.139541
fibroblast-aml-single-c5-w43_	acceptable	768753	702794	8.2%	1.6%	6.5%	111	31.0%	41.0%	152	0.22	0.0%	1.6%	0
fibroblast-aml-single-c5-w44_	acceptable	457188	417982	8.5%	0.9%	4.9%	63	51.3%	49.0%	151	0.3	0.0%	0.5%	0
fibroblast-aml-single-c5-w45_	BrdU	937780	858020	11.6%	1.9%	0.0%	124	100.0%	49.0%	151	0.24	0.0%	2.2%	0
fibroblast-aml-single-c5-w46_	BrdU	2068324	1880750	12.1%	4.0%	0.0%	275	100.0%	48.0%	150	0.19	0.0%	3.3%	0
fibroblast-aml-single-c5-w47_	acceptable	302272	276914	6.2%	0.6%	5.6%	41	48.4%	52.0%	152	0.29	0.0%	0.6%	0
fibroblast-aml-single-c5-w48_	BrdU	971266	900030	9.2%	2.0%	27.2%	131	57.1%	49.0%	151	0.21	0.0%	1.8%	0
fibroblast-aml-single-c5-w49_	BrdU	1812914	1662268	17.1%	3.4%	0.0%	222	100.0%	49.0%	151	0.22	0.0%	3.7%	0
fibroblast-aml-single-c5-w5_	acceptable	376374	344144	8.1%	0.8%	6.8%	51	45.2%	48.0%	151	0.34	0.0%	1.2%	0
fibroblast-aml-single-c5-w6_	BrdU	1289143	1180152	13.6%	2.5%	0.0%	165	100.0%	49.0%	152	0.22	0.0%	2.9%	0
fibroblast-aml-single-c5-w7_	poor	1016661	929198	11.8%	2.0%	7.6%	131	47.7%	50.0%	149	0.23	0.0%	2.3%	0.1393
fibroblast-aml-single-c5-w8_	empty	389	192	5.2%	0.0%	0.0%	0	NA	47.0%	148	NA	0.0%	0.0%	0
fibroblast-aml-single-c5-w9_	BrdU	737322	681874	10.3%	1.5%	19.5%	91	54.2%	50.0%	153	0.24	0.0%	1.2%	0
fibroblast-aml-single-c6-w1_	BrdU	3854623	3532674	8.1%	7.9%	0.0%	525	100.0%	49.0%	151	0.17	0.0%	7.3%	0.0738883
fibroblast-aml-single-c6-w10_	poor	112888	103252	5.2%	0.2%	8.4%	15	50.0%	49.0%	150	>=2	0.0%	0.1%	0
fibroblast-aml-single-c6-w11_	BrdU	559767	512550	9.8%	1.1%	0.0%	72	100.0%	50.0%	152	0.28	0.0%	0.9%	0.127583
fibroblast-aml-single-c6-w12_	BrdU	350372	321528	6.4%	0.7%	0.0%	48	100.0%	49.0%	153	0.29	0.0%	0.9%	0.201362
fibroblast-aml-single-c6-w13_	poor	123828	113164	5.2%	0.3%	7.7%	17	48.1%	48.0%	150	0.5	0.0%	0.1%	0
fibroblast-aml-single-c6-w14_	BrdU	698940	640934	8.9%	1.4%	0.0%	94	100.0%	49.0%	151	0.23	0.0%	1.5%	0.101964
fibroblast-aml-single-c6-w15_	poor	112817	103094	5.4%	0.2%	7.8%	16	50.0%	49.0%	150	>=2	0.0%	0.1%	0
fibroblast-aml-single-c6-w16_	BrdU	330106	303392	7.7%	0.7%	0.0%	44	100.0%	49.0%	152	0.31	0.0%	0.9%	0
fibroblast-aml-single-c6-w17_	acceptable	101813	92856	3.2%	0.2%	3.2%	15	48.3%	42.0%	153	0.43	0.0%	0.3%	0
fibroblast-aml-single-c6-w18_	poor	380221	347630	5.9%	0.8%	7.2%	56	50.0%	47.0%	149	0.25	0.0%	0.4%	0
fibroblast-aml-single-c6-w19_	BrdU	599706	549542	9.5%	1.2%	0.0%	78	100.0%	49.0%	154	0.26	0.0%	1.2%	0.119175
fibroblast-aml-single-c6-w2_	BrdU	3024038	2766622	6.4%	6.3%	34.1%	430	90.0%	49.0%	152	0.17	0.0%	6.8%	0
fibroblast-aml-single-c6-w20_	BrdU	641535	586338	6.5%	1.3%	30.0%	94	96.2%	41.0%	151	0.21	0.0%	0.8%	0
fibroblast-aml-single-c6-w21_	BrdU	317966	291380	8.0%	0.7%	35.7%	42	96.2%	49.0%	152	0.37	0.0%	0.8%	0
fibroblast-aml-single-c6-w22_	acceptable	228437	209222	5.5%	0.5%	6.6%	33	50.0%	45.0%	152	0.31	0.0%	0.4%	0
fibroblast-aml-single-c6-w23_	BrdU	564773	515676	6.2%	1.2%	0.0%	81	100.0%	48.0%	152	0.22	0.0%	1.3%	0
fibroblast-aml-single-c6-w24_	BrdU	328646	301256	7.8%	0.7%	0.0%	43	100.0%	49.0%	152	NA	0.0%	0.8%	0
fibroblast-aml-single-c6-w26_	BrdU	347895	317562	5.1%	0.7%	0.0%	50	100.0%	48.0%	152	0.24	0.0%	0.9%	0
fibroblast-aml-single-c6-w27_	BrdU	217645	199798	6.1%	0.5%	0.0%	29	100.0%	49.0%	153	0.49	0.0%	0.6%	0
fibroblast-aml-single-c6-w28_	acceptable	63711	58216	4.6%	0.1%	5.8%	9	42.9%	50.0%	151	>=2	0.0%	0.1%	0
fibroblast-aml-single-c6-w29_	BrdU	176072	161400	5.7%	0.4%	0.0%	23	100.0%	49.0%	152	0.73	0.0%	0.7%	0
fibroblast-aml-single-c6-w3_	BrdU	3151680	2886840	7.3%	6.5%	0.0%	431	100.0%	49.0%	153	0.17	0.0%	7.0%	0
fibroblast-aml-single-c6-w30_	acceptable	138476	127122	4.7%	0.3%	6.4%	20	54.8%	47.0%	153	0.38	0.0%	0.4%	0
fibroblast-aml-single-c6-w31_	acceptable	174229	159538	6.4%	0.4%	5.3%	24	40.0%	49.0%	155	0.58	0.0%	0.3%	0
fibroblast-aml-single-c6-w32_	BrdU	373404	343170	8.5%	0.8%	0.0%	49	100.0%	49.0%	153	0.3	0.0%	0.5%	0
fibroblast-aml-single-c6-w33_	BrdU	382205	349920	7.9%	0.8%	0.0%	51	100.0%	50.0%	153	NA	0.0%	0.9%	0
fibroblast-aml-single-c6-w34_	BrdU	278536	256022	7.0%	0.6%	0.0%	37	100.0%	50.0%	152	0.36	0.0%	0.8%	0
fibroblast-aml-single-c6-w35_	BrdU	135850	125212	6.5%	0.3%	31.6%	18	58.1%	48.0%	151	>=2	0.0%	0.3%	0
fibroblast-aml-single-c6-w36_	poor	147892	135034	6.1%	0.3%	7.4%	20	35.5%	48.0%	150	1.66	0.0%	0.4%	0
fibroblast-aml-single-c6-w37_	BrdU	432541	395780	7.8%	0.9%	0.0%	58	100.0%	49.0%	153	0.28	0.0%	1.4%	0
fibroblast-aml-single-c6-w38_	BrdU	420878	383652	5.4%	0.9%	0.0%	61	100.0%	43.0%	151	0.23	0.0%	0.9%	0
fibroblast-aml-single-c6-w39_	acceptable	158533	144736	5.7%	0.3%	6.7%	21	48.4%	49.0%	154	0.6	0.0%	0.2%	0
fibroblast-aml-single-c6-w4_	BrdU	3415437	3129428	8.1%	7.0%	25.0%	466	96.2%	49.0%	151	0.17	0.0%	6.5%	0
fibroblast-aml-single-c6-w40_	BrdU	535793	491192	9.2%	1.1%	0.0%	70	100.0%	49.0%	152	0.27	0.0%	0.9%	0
fibroblast-aml-single-c6-w41_	BrdU	269216	245634	4.6%	0.6%	0.0%	39	100.0%	48.0%	151	NA	0.0%	0.6%	0
fibroblast-aml-single-c6-w42_	poor	161593	147484	6.1%	0.3%	7.2%	22	42.4%	49.0%	151	>=2	0.0%	0.4%	0
fibroblast-aml-single-c6-w43_	BrdU	104095	95866	5.5%	0.2%	13.4%	14	53.3%	48.0%	151	0.61	0.0%	0.2%	0
fibroblast-aml-single-c6-w44_	BrdU	560580	511654	5.9%	1.2%	0.0%	82	100.0%	41.0%	152	0.22	0.0%	0.9%	0
fibroblast-aml-single-c6-w45_	BrdU	267203	243802	6.8%	0.6%	0.0%	35	100.0%	50.0%	152	0.47	0.0%	0.7%	0
fibroblast-aml-single-c6-w46_	acceptable	107749	98926	5.6%	0.2%	5.9%	15	46.7%	49.0%	154	>=2	0.0%	0.2%	0
fibroblast-aml-single-c6-w47_	acceptable	70973	65614	4.4%	0.2%	6.3%	10	34.6%	49.0%	151	>=2	0.0%	0.1%	0
fibroblast-aml-single-c6-w48_	poor	277284	254818	6.9%	0.6%	8.4%	37	42.9%	49.0%	151	0.39	0.0%	0.5%	0
fibroblast-aml-single-c6-w49_	BrdU	967857	889370	11.8%	1.9%	0.0%	123	100.0%	50.0%	152	0.23	0.0%	1.9%	0
fibroblast-aml-single-c6-w5_	poor	95327	86792	5.8%	0.2%	7.6%	12	41.9%	49.0%	152	>=2	0.0%	0.2%	0
fibroblast-aml-single-c6-w6_	acceptable	319612	292596	5.5%	0.7%	6.0%	47	28.1%	47.0%	154	0.27	0.0%	0.5%	0
fibroblast-aml-single-c6-w7_	BrdU	504396	463732	10.0%	1.0%	0.0%	66	100.0%	49.0%	153	0.31	0.0%	0.9%	0
